role_id,permission_id
CRM_SALES_REP,CRM_ACCT_VIEW
CRM_SALES_REP,CRM_ACCT_CREATE
CRM_SALES_REP,CRM_ACCT_EDIT
CRM_SALES_REP,CRM_OPP_VIEW
CRM_SALES_REP,CRM_OPP_CREATE
CRM_SALES_REP,CRM_OPP_EDIT
CRM_SALES_REP,CRM_LEAD_VIEW
CRM_SALES_REP,CRM_LEAD_CONVERT
CRM_SALES_REP,CRM_QUOTE_CREATE
CRM_SALES_REP,CRM_FORECAST_VIEW
CRM_SALES_MGR,CRM_ACCT_VIEW
CRM_SALES_MGR,CRM_ACCT_CREATE
CRM_SALES_MGR,CRM_ACCT_EDIT
CRM_SALES_MGR,CRM_OPP_VIEW
CRM_SALES_MGR,CRM_OPP_CREATE
CRM_SALES_MGR,CRM_OPP_EDIT
CRM_SALES_MGR,CRM_OPP_CLOSE
CRM_SALES_MGR,CRM_LEAD_VIEW
CRM_SALES_MGR,CRM_LEAD_CONVERT
CRM_SALES_MGR,CRM_FORECAST_VIEW
CRM_SALES_MGR,CRM_FORECAST_MANAGE
CRM_SALES_MGR,CRM_QUOTE_CREATE
CRM_SALES_MGR,CRM_QUOTE_APPROVE
CRM_SALES_DIR,CRM_ACCT_VIEW
CRM_SALES_DIR,CRM_OPP_VIEW
CRM_SALES_DIR,CRM_OPP_CLOSE
CRM_SALES_DIR,CRM_FORECAST_VIEW
CRM_SALES_DIR,CRM_FORECAST_MANAGE
CRM_SALES_DIR,CRM_TERRITORY_MANAGE
CRM_SALES_DIR,CRM_REPORT_VIEW
CRM_SALES_DIR,CRM_REPORT_CREATE
CRM_SALES_OPS,CRM_ACCT_VIEW
CRM_SALES_OPS,CRM_ACCT_EDIT
CRM_SALES_OPS,CRM_OPP_VIEW
CRM_SALES_OPS,CRM_OPP_EDIT
CRM_SALES_OPS,CRM_REPORT_VIEW
CRM_SALES_OPS,CRM_REPORT_CREATE
CRM_SALES_OPS,CRM_REPORT_EXPORT
CRM_SALES_OPS,CRM_DASH_CREATE
CRM_SALES_OPS,CRM_DATA_IMPORT
CRM_SDR,CRM_LEAD_VIEW
CRM_SDR,CRM_LEAD_CREATE
CRM_SDR,CRM_LEAD_CONVERT
CRM_SDR,CRM_ACCT_VIEW
CRM_SVC_AGENT,CRM_CASE_VIEW
CRM_SVC_AGENT,CRM_CASE_CREATE
CRM_SVC_AGENT,CRM_CASE_CLOSE
CRM_SVC_AGENT,CRM_ACCT_VIEW
CRM_SVC_MGR,CRM_CASE_VIEW
CRM_SVC_MGR,CRM_CASE_CREATE
CRM_SVC_MGR,CRM_CASE_CLOSE
CRM_SVC_MGR,CRM_CASE_ESCALATE
CRM_SVC_MGR,CRM_CASE_ASSIGN
CRM_SVC_MGR,CRM_ACCT_VIEW
CRM_SVC_MGR,CRM_REPORT_VIEW
CRM_SVC_ADMIN,CRM_CASE_VIEW
CRM_SVC_ADMIN,CRM_CASE_ASSIGN
CRM_SVC_ADMIN,CRM_FLOW_MANAGE
CRM_SVC_ADMIN,CRM_FIELD_MANAGE
CRM_MKT_SPECIALIST,CRM_CAMP_CREATE
CRM_MKT_SPECIALIST,CRM_CAMP_MANAGE
CRM_MKT_SPECIALIST,CRM_LEAD_VIEW
CRM_MKT_SPECIALIST,CRM_LEAD_CREATE
CRM_MKT_MANAGER,CRM_CAMP_CREATE
CRM_MKT_MANAGER,CRM_CAMP_MANAGE
CRM_MKT_MANAGER,CRM_CAMP_BUDGET
CRM_MKT_MANAGER,CRM_LEAD_VIEW
CRM_MKT_MANAGER,CRM_LEAD_CREATE
CRM_MKT_MANAGER,CRM_REPORT_VIEW
CRM_MKT_MANAGER,CRM_REPORT_CREATE
CRM_MKT_OPS,CRM_CAMP_MANAGE
CRM_MKT_OPS,CRM_LEAD_VIEW
CRM_MKT_OPS,CRM_LEAD_CREATE
CRM_MKT_OPS,CRM_DATA_IMPORT
CRM_MKT_OPS,CRM_REPORT_CREATE
CRM_BI_ANALYST,CRM_REPORT_VIEW
CRM_BI_ANALYST,CRM_REPORT_CREATE
CRM_BI_ANALYST,CRM_REPORT_EXPORT
CRM_BI_ANALYST,CRM_DASH_CREATE
CRM_BI_MANAGER,CRM_REPORT_VIEW
CRM_BI_MANAGER,CRM_REPORT_CREATE
CRM_BI_MANAGER,CRM_REPORT_EXPORT
CRM_BI_MANAGER,CRM_DASH_CREATE
CRM_BI_MANAGER,CRM_API_ACCESS
CRM_ADMIN,CRM_USER_MANAGE
CRM_ADMIN,CRM_ROLE_MANAGE
CRM_ADMIN,CRM_PROFILE_MANAGE
CRM_ADMIN,CRM_FLOW_MANAGE
CRM_ADMIN,CRM_FIELD_MANAGE
CRM_ADMIN,CRM_DATA_IMPORT
CRM_ADMIN,CRM_DATA_DELETE
CRM_DEVELOPER,CRM_FIELD_MANAGE
CRM_DEVELOPER,CRM_FLOW_MANAGE
CRM_DEVELOPER,CRM_API_ACCESS
CRM_FIN_ANALYST,CRM_OPP_VIEW
CRM_FIN_ANALYST,CRM_FORECAST_VIEW
CRM_FIN_ANALYST,CRM_REPORT_VIEW
CRM_FIN_ANALYST,CRM_REPORT_CREATE
CRM_FIN_ANALYST,CRM_REPORT_EXPORT
CRM_FIN_MANAGER,CRM_OPP_VIEW
CRM_FIN_MANAGER,CRM_OPP_CLOSE
CRM_FIN_MANAGER,CRM_FORECAST_VIEW
CRM_FIN_MANAGER,CRM_FORECAST_MANAGE
CRM_FIN_MANAGER,CRM_PRICE_VIEW
CRM_FIN_MANAGER,CRM_PRICE_MANAGE
CRM_FIN_MANAGER,CRM_CONTRACT_CREATE
CRM_FIN_MANAGER,CRM_CONTRACT_APPROVE
CRM_OPS_COORD,CRM_FLOW_MANAGE
CRM_OPS_COORD,CRM_REPORT_VIEW
CRM_OPS_COORD,CRM_REPORT_CREATE
CRM_HR_PARTNER,CRM_ACCT_VIEW
CRM_HR_PARTNER,CRM_REPORT_VIEW
CRM_IT_SUPPORT,CRM_USER_MANAGE
CRM_IT_SUPPORT,CRM_ACCT_VIEW
CRM_IT_SUPPORT,CRM_CASE_VIEW
