role_id,permission_id
LEGACY_SD_AGENT,LP_INC_CREATE
LEGACY_SD_AGENT,LP_INC_UPDATE
LEGACY_SD_AGENT,LP_INC_REASSIGN
LEGACY_SD_AGENT,LP_REQ_CREATE
LEGACY_SD_AGENT,LP_REQ_FULFILL
LEGACY_SD_AGENT,LP_KB_CREATE
LEGACY_SD_AGENT,LP_TASK_CREATE
LEGACY_SD_AGENT,LP_TASK_UPDATE
LEGACY_SD_AGENT,LP_CHAT_AGENT
LEGACY_SD_AGENT,LP_SELF_SERVICE
LEGACY_SD_AGENT,LP_DASH_VIEW
LEGACY_SD_LEAD,LP_INC_CREATE
LEGACY_SD_LEAD,LP_INC_UPDATE
LEGACY_SD_LEAD,LP_INC_RESOLVE
LEGACY_SD_LEAD,LP_INC_REASSIGN
LEGACY_SD_LEAD,LP_INC_ESCALATE
LEGACY_SD_LEAD,LP_INC_REPORT
LEGACY_SD_LEAD,LP_REQ_CREATE
LEGACY_SD_LEAD,LP_REQ_FULFILL
LEGACY_SD_LEAD,LP_REQ_APPROVE
LEGACY_SD_LEAD,LP_KB_CREATE
LEGACY_SD_LEAD,LP_KB_UPDATE
LEGACY_SD_LEAD,LP_TASK_CREATE
LEGACY_SD_LEAD,LP_TASK_UPDATE
LEGACY_SD_LEAD,LP_CHAT_AGENT
LEGACY_SD_LEAD,LP_DASH_VIEW
LEGACY_SD_LEAD,LP_DASH_CREATE
LEGACY_INC_MGR,LP_INC_CREATE
LEGACY_INC_MGR,LP_INC_UPDATE
LEGACY_INC_MGR,LP_INC_RESOLVE
LEGACY_INC_MGR,LP_INC_REASSIGN
LEGACY_INC_MGR,LP_INC_ESCALATE
LEGACY_INC_MGR,LP_INC_MAJOR
LEGACY_INC_MGR,LP_INC_CLOSE
LEGACY_INC_MGR,LP_INC_REPORT
LEGACY_INC_MGR,LP_INC_SLA
LEGACY_INC_MGR,LP_DASH_VIEW
LEGACY_INC_MGR,LP_DASH_CREATE
LEGACY_INC_MGR,LP_NOTIFY_CONFIG
LEGACY_INC_ANALYST,LP_INC_CREATE
LEGACY_INC_ANALYST,LP_INC_UPDATE
LEGACY_INC_ANALYST,LP_INC_RESOLVE
LEGACY_INC_ANALYST,LP_INC_REASSIGN
LEGACY_INC_ANALYST,LP_INC_ESCALATE
LEGACY_INC_ANALYST,LP_INC_REPORT
LEGACY_INC_ANALYST,LP_TASK_CREATE
LEGACY_INC_ANALYST,LP_TASK_UPDATE
LEGACY_INC_ANALYST,LP_DASH_VIEW
