target_role_id,permission_id
itil,SN_INC_CREATE
itil,SN_INC_WRITE
itil,SN_INC_CLOSE
itil,SN_INC_ASSIGN
itil,SN_CHG_CREATE
itil,SN_CHG_WRITE
itil,SN_PRB_CREATE
itil,SN_PRB_WRITE
itil,SN_CMDB_READ
itil,SN_KB_CREATE
itil,SN_REQ_CREATE
itil,SN_REQ_FULFILL
itil,SN_DASH_VIEW
itil,SN_MOBILE
admin,SN_PLAT_ADMIN
admin,SN_USER_ADMIN
admin,SN_PLAT_DEV
admin,SN_PLAT_INTEG
admin,SN_PLAT_WORKFLOW
admin,SN_IMPORT_DATA
admin,SN_EXPORT_DATA
admin,SN_NOTIFY_CONFIG
admin,SN_REPORT_ADMIN
admin,SN_DASH_VIEW
admin,SN_DASH_CREATE
catalog_admin,SN_REQ_CATALOG
catalog_admin,SN_REQ_CREATE
catalog_admin,SN_REQ_APPROVE
catalog_admin,SN_PLAT_WORKFLOW
catalog_admin,SN_DASH_VIEW
change_manager,SN_CHG_CREATE
change_manager,SN_CHG_WRITE
change_manager,SN_CHG_APPROVE
change_manager,SN_CHG_CLOSE
change_manager,SN_CHG_EMERGENCY
change_manager,SN_CHG_CAB
change_manager,SN_INC_REPORT
change_manager,SN_DASH_VIEW
change_manager,SN_DASH_CREATE
incident_manager,SN_INC_CREATE
incident_manager,SN_INC_WRITE
incident_manager,SN_INC_CLOSE
incident_manager,SN_INC_MAJOR
incident_manager,SN_INC_ASSIGN
incident_manager,SN_INC_REPORT
incident_manager,SN_SLA_REPORT
incident_manager,SN_NOTIFY_CONFIG
incident_manager,SN_DASH_VIEW
incident_manager,SN_DASH_CREATE
problem_manager,SN_PRB_CREATE
problem_manager,SN_PRB_WRITE
problem_manager,SN_PRB_CLOSE
problem_manager,SN_PRB_RCA
problem_manager,SN_PRB_KNOWN_ERR
problem_manager,SN_DASH_VIEW
problem_manager,SN_DASH_CREATE
knowledge_admin,SN_KB_CREATE
knowledge_admin,SN_KB_PUBLISH
knowledge_admin,SN_KB_ADMIN
knowledge_admin,SN_KB_RETIRE
knowledge_admin,SN_DASH_VIEW
cmdb_admin,SN_CMDB_READ
cmdb_admin,SN_CMDB_WRITE
cmdb_admin,SN_CMDB_DELETE
cmdb_admin,SN_CMDB_ADMIN
cmdb_admin,SN_CMDB_IMPORT
cmdb_admin,SN_DASH_VIEW
cmdb_admin,SN_DASH_CREATE
asset_manager,SN_ASSET_READ
asset_manager,SN_ASSET_WRITE
asset_manager,SN_ASSET_LICENSE
asset_manager,SN_ASSET_DISPOSE
asset_manager,SN_ASSET_AUDIT
asset_manager,SN_DASH_VIEW
asset_manager,SN_DASH_CREATE
sn_sec_analyst,SN_SEC_INCIDENT
sn_sec_analyst,SN_SEC_VULN
sn_sec_analyst,SN_SEC_ACCESS
sn_sec_analyst,SN_DASH_VIEW
sn_sec_analyst,SN_DASH_CREATE
sn_request_mgr,SN_REQ_CREATE
sn_request_mgr,SN_REQ_FULFILL
sn_request_mgr,SN_REQ_APPROVE
sn_request_mgr,SN_REQ_CATALOG
sn_request_mgr,SN_REPORT_CREATE
sn_request_mgr,SN_DASH_VIEW
sn_release_mgr,SN_REL_CREATE
sn_release_mgr,SN_REL_DEPLOY
sn_release_mgr,SN_REL_APPROVE
sn_release_mgr,SN_REL_PLAN
sn_release_mgr,SN_DASH_VIEW
sn_release_mgr,SN_DASH_CREATE
sn_sla_admin,SN_SLA_CONFIG
sn_sla_admin,SN_SLA_REPORT
sn_sla_admin,SN_REPORT_CREATE
sn_sla_admin,SN_DASH_VIEW
sn_report_admin,SN_REPORT_CREATE
sn_report_admin,SN_REPORT_ADMIN
sn_report_admin,SN_EXPORT_DATA
sn_report_admin,SN_DASH_VIEW
sn_report_admin,SN_DASH_CREATE
sn_compliance,SN_COMPLY_MANAGE
sn_compliance,SN_COMPLY_REPORT
sn_compliance,SN_SEC_POLICY
sn_compliance,SN_EXPORT_DATA
sn_compliance,SN_DASH_VIEW
sn_compliance,SN_DASH_CREATE
sn_vendor_mgr,SN_VENDOR_MANAGE
sn_vendor_mgr,SN_VENDOR_CONTRACT
sn_vendor_mgr,SN_REPORT_CREATE
sn_vendor_mgr,SN_DASH_VIEW
sn_platform_dev,SN_PLAT_DEV
sn_platform_dev,SN_PLAT_INTEG
sn_platform_dev,SN_PLAT_WORKFLOW
sn_platform_dev,SN_IMPORT_DATA
sn_platform_dev,SN_DASH_VIEW
sn_integration,SN_PLAT_INTEG
sn_integration,SN_IMPORT_DATA
sn_integration,SN_EXPORT_DATA
sn_integration,SN_DASH_VIEW
