user_id,role_id
U096,SAP_AP_CLERK_01
U096,SAP_AP_CLERK_02
U017,SAP_AP_CLERK_01
U017,SAP_AP_CLERK_02
U017,SAP_AP_APPR_L1
U046,SAP_AP_CLERK_01
U046,SAP_AP_CLERK_02
U052,SAP_AP_CLERK_01
U052,SAP_AP_CLERK_02
U052,SAP_AP_REPORT
U044,SAP_AP_CLERK_01
U044,SAP_AP_CLERK_02
U044,SAP_AP_APPR_L1
U068,SAP_AP_CLERK_01
U068,SAP_GL_POST
U068,SAP_AP_REPORT
U081,SAP_AP_CLERK_01
U081,SAP_AP_CLERK_02
U081,SAP_AP_REPORT
U076,SAP_AP_CLERK_01
U076,SAP_GL_POST
U011,SAP_AP_CLERK_01
U011,SAP_AP_REPORT
U021,SAP_AP_CLERK_01
U021,SAP_AP_REPORT
U048,SAP_AP_CLERK_01
U048,SAP_AP_REPORT
U100,SAP_AP_CLERK_01
U100,SAP_AP_REPORT
U002,SAP_AP_CLERK_01
U002,SAP_GL_POST
U002,SAP_AP_REPORT
U053,SAP_AP_CLERK_01
U053,SAP_GL_POST
U007,SAP_AP_REPORT
U007,SAP_GL_POST
U008,SAP_AP_REPORT
U008,SAP_GL_POST
U012,SAP_AP_REPORT
U012,SAP_GL_POST
U056,SAP_AP_REPORT
U056,SAP_GL_POST
U057,SAP_AP_REPORT
U057,SAP_GL_POST
U062,SAP_AP_REPORT
U062,SAP_GL_POST
U069,SAP_AP_REPORT
U069,SAP_GL_POST
U070,SAP_AP_REPORT
U070,SAP_GL_POST
U072,SAP_AP_REPORT
U072,SAP_GL_POST
U072,SAP_AP_APPR_L2
U090,SAP_AP_REPORT
U090,SAP_GL_POST
U022,SAP_AP_CLERK_01
U022,SAP_AP_REPORT
U089,SAP_AP_CLERK_01
U089,SAP_AP_REPORT
U089,SAP_GL_POST
U036,SAP_AP_CLERK_01
U036,SAP_AP_REPORT
U036,SAP_GL_POST
U039,SAP_GL_POST
U039,SAP_AP_REPORT
U091,SAP_GL_POST
U091,SAP_AP_REPORT
U091,SAP_PAY_PROC
U097,SAP_GL_POST
U097,SAP_AP_REPORT
U097,SAP_PAY_PROC
U001,SAP_VENDOR_MAINT
U001,SAP_AP_CLERK_01
U001,SAP_MM_BUYER
U006,SAP_VENDOR_MAINT
U006,SAP_AP_APPR_L2
U006,SAP_MM_BUYER
U006,SAP_MM_MANAGER
U024,SAP_MM_BUYER
U024,SAP_AP_CLERK_01
U028,SAP_MM_BUYER
U028,SAP_AP_CLERK_01
U064,SAP_MM_MANAGER
U064,SAP_MM_BUYER
U064,SAP_VENDOR_MAINT
U064,SAP_AP_APPR_L2
U079,SAP_MM_BUYER
U079,SAP_AP_CLERK_01
U088,SAP_MM_BUYER
U088,SAP_AP_REPORT
U088,SAP_MM_PLANNER
U019,SAP_PM_PLANNER
U019,SAP_PM_TECH
U019,SAP_MM_PLANNER
U055,SAP_PM_PLANNER
U055,SAP_PM_TECH
U047,SAP_PM_PLANNER
U047,SAP_PM_ENGINEER
U047,SAP_MM_PLANNER
U049,SAP_PM_TECH
U049,SAP_MM_WH_CLERK
U051,SAP_PM_TECH
U051,SAP_MM_WH_CLERK
U083,SAP_PM_TECH
U083,SAP_MM_WH_CLERK
U032,SAP_PM_TECH
U032,SAP_PM_SUPV
U032,SAP_MM_WH_CLERK
U040,SAP_PM_TECH
U040,SAP_MM_WH_CLERK
U077,SAP_PM_TECH
U077,SAP_MM_WH_CLERK
U038,SAP_PM_TECH
U038,SAP_MM_WH_CLERK
U074,SAP_PM_TECH
U074,SAP_PM_PLANNER
U016,SAP_PM_PLANNER
U016,SAP_PM_ENGINEER
U016,SAP_AP_REPORT
U071,SAP_PM_PLANNER
U071,SAP_PM_ENGINEER
U098,SAP_PM_PLANNER
U098,SAP_PM_SUPV
U098,SAP_MM_BUYER
U041,SAP_PM_ENGINEER
U041,SAP_PM_MANAGER
U041,SAP_MM_PLANNER
U003,SAP_PM_TECH
U003,SAP_MM_WH_CLERK
U033,SAP_PM_MANAGER
U033,SAP_PM_SUPV
U033,SAP_MM_MANAGER
U086,SAP_PM_SUPV
U086,SAP_PM_MANAGER
U086,SAP_MM_WH_CLERK
U035,SAP_PM_TECH
U035,SAP_MM_WH_CLERK
U063,SAP_PM_TECH
U063,SAP_PM_PLANNER
U063,SAP_MM_WH_CLERK
U010,SAP_MM_WH_CLERK
U010,SAP_MM_INV_CTRL
U023,SAP_MM_WH_CLERK
U023,SAP_MM_INV_CTRL
U061,SAP_MM_WH_CLERK
U061,SAP_MM_INV_CTRL
U018,SAP_MM_PLANNER
U018,SAP_MM_BUYER
U018,SAP_AP_CLERK_01
U020,SAP_MM_PLANNER
U020,SAP_MM_BUYER
U025,SAP_MM_MANAGER
U025,SAP_MM_BUYER
U025,SAP_AP_APPR_L2
