target_role_id,permission_id
WD_HR_PARTNER,WD_HR_VIEW_WORKER
WD_HR_PARTNER,WD_HR_EDIT_WORKER
WD_HR_PARTNER,WD_HR_TRANSFER
WD_HR_PARTNER,WD_REPORT_RUN
WD_HR_ADMIN,WD_HR_VIEW_WORKER
WD_HR_ADMIN,WD_HR_EDIT_WORKER
WD_HR_ADMIN,WD_HR_HIRE
WD_HR_ADMIN,WD_HR_TRANSFER
WD_HR_ADMIN,WD_ABSENCE_ADMIN
WD_HR_DIRECTOR,WD_HR_VIEW_WORKER
WD_HR_DIRECTOR,WD_HR_EDIT_WORKER
WD_HR_DIRECTOR,WD_HR_HIRE
WD_HR_DIRECTOR,WD_HR_TERMINATE
WD_HR_DIRECTOR,WD_HR_ORG_MANAGE
WD_HR_DIRECTOR,WD_REPORT_RUN
WD_BEN_ADMIN,WD_BEN_ENROLL
WD_BEN_ADMIN,WD_BEN_CHANGE
WD_BEN_ADMIN,WD_HR_VIEW_WORKER
WD_BEN_MANAGER,WD_BEN_ENROLL
WD_BEN_MANAGER,WD_BEN_CHANGE
WD_BEN_MANAGER,WD_BEN_ADMIN_PLAN
WD_PAY_ANALYST,WD_PAY_INPUT
WD_PAY_ANALYST,WD_HR_VIEW_WORKER
WD_PAY_MANAGER,WD_PAY_INPUT
WD_PAY_MANAGER,WD_PAY_RUN_PAYROLL
WD_PAY_MANAGER,WD_PAY_APPROVE
WD_PAY_MANAGER,WD_PAY_VOID
WD_PAY_MANAGER,WD_PAY_TAX
WD_COMP_ANALYST,WD_COMP_VIEW
WD_COMP_ANALYST,WD_REPORT_RUN
WD_COMP_MANAGER,WD_COMP_VIEW
WD_COMP_MANAGER,WD_COMP_PROPOSE
WD_COMP_MANAGER,WD_COMP_APPROVE
WD_COMP_MANAGER,WD_COMP_EQUITY
WD_TA_RECRUITER,WD_TA_CREATE_REQ
WD_TA_RECRUITER,WD_TA_SCREEN
WD_TA_MANAGER,WD_TA_CREATE_REQ
WD_TA_MANAGER,WD_TA_SCREEN
WD_TA_MANAGER,WD_TA_OFFER
WD_TA_MANAGER,WD_TA_ONBOARD
WD_LND_ADMIN,WD_LND_ASSIGN
WD_LND_ADMIN,WD_LND_TRACK
WD_LND_MANAGER,WD_LND_ASSIGN
WD_LND_MANAGER,WD_LND_CREATE
WD_LND_MANAGER,WD_LND_TRACK
WD_PERF_ADMIN,WD_PERF_INITIATE
WD_PERF_ADMIN,WD_PERF_MANAGE
WD_FIN_ANALYST,WD_FIN_BUDGET
WD_FIN_ANALYST,WD_REPORT_RUN
WD_FIN_CONTROLLER,WD_FIN_BUDGET
WD_FIN_CONTROLLER,WD_FIN_JOURNAL
WD_FIN_CONTROLLER,WD_REPORT_RUN
WD_FIN_CONTROLLER,WD_REPORT_BUILD
WD_REPORT_ANALYST,WD_REPORT_RUN
WD_REPORT_ANALYST,WD_REPORT_BUILD
WD_REPORT_ANALYST,WD_HR_VIEW_WORKER
WD_IT_ADMIN,WD_SEC_USER
WD_IT_ADMIN,WD_SEC_ROLE
WD_IT_ADMIN,WD_SEC_AUDIT
