role_id,permission_id
HRIS_HR_ADMIN,HRIS_VIEW_WORKER
HRIS_HR_ADMIN,HRIS_EDIT_WORKER
HRIS_HR_ADMIN,HRIS_CREATE_WORKER
HRIS_HR_ADMIN,HRIS_TRANSFER
HRIS_HR_ADMIN,HRIS_ABSENCE_ADMIN
HRIS_HR_MANAGER,HRIS_VIEW_WORKER
HRIS_HR_MANAGER,HRIS_EDIT_WORKER
HRIS_HR_MANAGER,HRIS_CREATE_WORKER
HRIS_HR_MANAGER,HRIS_TERM_WORKER
HRIS_HR_MANAGER,HRIS_TRANSFER
HRIS_HR_MANAGER,HRIS_PROMOTE
HRIS_HR_MANAGER,HRIS_ORG_MANAGE
HRIS_HR_MANAGER,HRIS_ABSENCE_ADMIN
HRIS_HR_DIRECTOR,HRIS_VIEW_WORKER
HRIS_HR_DIRECTOR,HRIS_EDIT_WORKER
HRIS_HR_DIRECTOR,HRIS_CREATE_WORKER
HRIS_HR_DIRECTOR,HRIS_TERM_WORKER
HRIS_HR_DIRECTOR,HRIS_TRANSFER
HRIS_HR_DIRECTOR,HRIS_PROMOTE
HRIS_HR_DIRECTOR,HRIS_ORG_MANAGE
HRIS_HR_DIRECTOR,HRIS_REPORT_RUN
HRIS_BEN_ADMIN,HRIS_BEN_ENROLL
HRIS_BEN_ADMIN,HRIS_BEN_CHANGE
HRIS_BEN_ADMIN,HRIS_VIEW_WORKER
HRIS_BEN_MANAGER,HRIS_BEN_ENROLL
HRIS_BEN_MANAGER,HRIS_BEN_CHANGE
HRIS_BEN_MANAGER,HRIS_BEN_PLAN_ADMIN
HRIS_BEN_MANAGER,HRIS_BEN_CARRIER
HRIS_PAY_CLERK,HRIS_PAY_ENTRY
HRIS_PAY_CLERK,HRIS_VIEW_WORKER
HRIS_PAY_MANAGER,HRIS_PAY_ENTRY
HRIS_PAY_MANAGER,HRIS_PAY_RUN
HRIS_PAY_MANAGER,HRIS_PAY_APPROVE
HRIS_PAY_MANAGER,HRIS_PAY_VOID
HRIS_PAY_MANAGER,HRIS_PAY_TAX
HRIS_COMP_ANALYST,HRIS_COMP_VIEW
HRIS_COMP_ANALYST,HRIS_REPORT_RUN
HRIS_COMP_MANAGER,HRIS_COMP_VIEW
HRIS_COMP_MANAGER,HRIS_COMP_EDIT
HRIS_COMP_MANAGER,HRIS_COMP_APPROVE
HRIS_COMP_MANAGER,HRIS_COMP_EQUITY
HRIS_TA_RECRUITER,HRIS_RECRUIT_CREATE
HRIS_TA_RECRUITER,HRIS_RECRUIT_SCREEN
HRIS_TA_RECRUITER,HRIS_VIEW_WORKER
HRIS_TA_MANAGER,HRIS_RECRUIT_CREATE
HRIS_TA_MANAGER,HRIS_RECRUIT_SCREEN
HRIS_TA_MANAGER,HRIS_RECRUIT_OFFER
HRIS_TA_MANAGER,HRIS_RECRUIT_ONBOARD
HRIS_LND_COORD,HRIS_LND_ASSIGN
HRIS_LND_COORD,HRIS_LND_TRACK
HRIS_LND_MANAGER,HRIS_LND_ASSIGN
HRIS_LND_MANAGER,HRIS_LND_CREATE
HRIS_LND_MANAGER,HRIS_LND_TRACK
HRIS_PERF_ADMIN,HRIS_PERF_INITIATE
HRIS_PERF_ADMIN,HRIS_PERF_RATE
HRIS_PERF_ADMIN,HRIS_VIEW_WORKER
HRIS_FIN_ANALYST,HRIS_FIN_BUDGET
HRIS_FIN_ANALYST,HRIS_FIN_FORECAST
HRIS_FIN_ANALYST,HRIS_REPORT_RUN
HRIS_FIN_CONTROLLER,HRIS_FIN_BUDGET
HRIS_FIN_CONTROLLER,HRIS_FIN_FORECAST
HRIS_FIN_CONTROLLER,HRIS_FIN_JOURNAL
HRIS_FIN_CONTROLLER,HRIS_REPORT_RUN
HRIS_FIN_CONTROLLER,HRIS_REPORT_CREATE
HRIS_IT_ADMIN,HRIS_SEC_USER
HRIS_IT_ADMIN,HRIS_SEC_ROLE
HRIS_IT_ADMIN,HRIS_SEC_AUDIT
HRIS_IT_SECURITY,HRIS_SEC_AUDIT
HRIS_IT_SECURITY,HRIS_REPORT_RUN
HRIS_OPS_ADMIN,HRIS_VIEW_WORKER
HRIS_OPS_ADMIN,HRIS_ABSENCE_ADMIN
HRIS_OPS_ADMIN,HRIS_ABSENCE_REQUEST
HRIS_REPORT_ANALYST,HRIS_REPORT_RUN
HRIS_REPORT_ANALYST,HRIS_REPORT_CREATE
HRIS_REPORT_ANALYST,HRIS_VIEW_WORKER
