user_id,role_id
EC00001,ZPS_ENGINEER
EC00002,ZFI_CONTROLLER
EC00002,ZFI_AP_CLERK
EC00002,ZFI_ACCOUNTANT
EC00003,ZPM_SUPERVISOR
EC00003,ZPM_PLANNER
EC00004,ZHSE_INSPECTOR
EC00004,ZEH_SPECIALIST
EC00004,ZHSE_COORDINATOR
EC00005,ZFI_CONTROLLER
EC00006,ZMM_BUYER
EC00007,ZQM_INSPECTOR
EC00008,ZFI_AP_CLERK
EC00008,ZFI_ACCOUNTANT
EC00008,ZFI_CONTROLLER
EC00009,ZIT_BASIS
EC00010,ZIT_BASIS
EC00011,ZPS_ENGINEER
EC00012,ZPM_TECHNICIAN
EC00012,ZPM_SUPERVISOR
EC00012,ZPM_PLANNER
EC00013,ZPM_CALIBRATION
EC00013,ZPM_PLANNER
EC00014,ZPS_ENGINEER
EC00015,ZPP_PLANNER
EC00016,ZQM_INSPECTOR
EC00017,ZPP_PLANNER
EC00018,ZHSE_COORDINATOR
EC00018,ZHSE_INSPECTOR
EC00019,ZMM_WAREHOUSE
EC00019,ZSD_SHIPPING
EC00020,ZPS_ENGINEER
EC00021,ZQM_MANAGER
EC00021,ZQM_INSPECTOR
EC00022,ZPS_ENGINEER
EC00023,ZHSE_INSPECTOR
EC00023,ZEH_SPECIALIST
EC00023,ZHSE_COORDINATOR
EC00024,ZPM_PLANNER
EC00024,ZPM_CALIBRATION
EC00025,ZMM_BUYER
EC00026,ZIT_BASIS
EC00027,ZPP_PLANNER
EC00028,ZMM_BUYER
EC00029,ZPS_ENGINEER
EC00030,ZPP_PLANNER
EC00031,ZPP_PLANNER
EC00032,ZQM_INSPECTOR
EC00032,ZQM_MANAGER
EC00033,ZFI_ACCOUNTANT
EC00033,ZFI_AP_CLERK
EC00033,ZFI_CONTROLLER
EC00034,ZHSE_COORDINATOR
EC00035,ZPM_CALIBRATION
EC00035,ZPM_SUPERVISOR
EC00035,ZPM_TECHNICIAN
EC00035,ZPM_PLANNER
EC00036,ZMM_BUYER
EC00037,ZMM_BUYER
EC00038,ZPS_ENGINEER
EC00039,ZMM_BUYER
EC00040,ZEH_SPECIALIST
EC00040,ZHSE_COORDINATOR
EC00041,ZPS_ENGINEER
EC00041,ZFI_AP_CLERK
EC00042,ZPM_CALIBRATION
EC00043,ZPS_ENGINEER
EC00044,ZPS_ENGINEER
EC00045,ZFI_CONTROLLER
EC00045,ZFI_AP_CLERK
EC00046,ZPM_PLANNER
EC00046,ZPM_TECHNICIAN
EC00046,ZPM_CALIBRATION
EC00047,ZPP_PLANNER
EC00048,ZHR_PAYROLL
EC00048,ZHR_ADMIN
EC00049,ZPP_PLANNER
EC00050,ZPP_PLANNER
EC00051,ZPM_PLANNER
EC00051,ZPM_CALIBRATION
EC00052,ZPP_PLANNER
EC00053,ZPM_SUPERVISOR
EC00053,ZPM_CALIBRATION
EC00053,ZPM_PLANNER
EC00054,ZPP_PLANNER
EC00054,ZPM_SUPERVISOR
EC00055,ZPP_PLANNER
EC00056,ZFI_ACCOUNTANT
EC00056,ZFI_AP_CLERK
EC00056,ZFI_CONTROLLER
EC00057,ZMM_BUYER
EC00058,ZPM_SUPERVISOR
EC00059,ZIT_BASIS
EC00060,ZMM_WAREHOUSE
EC00060,ZSD_SHIPPING
EC00061,ZPS_ENGINEER
EC00062,ZPP_PLANNER
EC00063,ZIT_BASIS
EC00064,ZPS_ENGINEER
EC00064,ZPP_PLANNER
EC00065,ZPS_ENGINEER
EC00066,ZIT_BASIS
EC00067,ZPS_ENGINEER
EC00068,ZPP_PLANNER
EC00069,ZHSE_COORDINATOR
EC00070,ZHR_PAYROLL
EC00071,ZSD_SHIPPING
EC00072,ZFI_ACCOUNTANT
EC00072,ZFI_AP_CLERK
EC00072,ZFI_CONTROLLER
EC00073,ZMM_WAREHOUSE
EC00074,ZPP_PLANNER
EC00075,ZPP_PLANNER
EC00076,ZHSE_COORDINATOR
EC00077,ZPS_ENGINEER
EC00078,ZPP_PLANNER
EC00079,ZPM_TECHNICIAN
EC00079,ZPM_SUPERVISOR
EC00080,ZHSE_INSPECTOR
EC00080,ZEH_SPECIALIST
EC00080,ZQM_INSPECTOR
EC00081,ZMM_BUYER
EC00082,ZHR_ADMIN
EC00082,ZHR_PAYROLL
EC00083,ZHR_ADMIN
EC00084,ZPM_CALIBRATION
EC00084,ZPM_PLANNER
EC00084,ZPM_TECHNICIAN
EC00085,ZEH_SPECIALIST
EC00085,ZHSE_COORDINATOR
EC00085,ZHSE_INSPECTOR
EC00085,ZHR_ADMIN
EC00086,ZMM_BUYER
EC00087,ZIT_BASIS
EC00088,ZPM_PLANNER
EC00089,ZPM_TECHNICIAN
EC00089,ZPM_PLANNER
EC00090,ZFI_ACCOUNTANT
EC00090,ZFI_AP_CLERK
EC00091,ZQM_INSPECTOR
EC00091,ZQM_MANAGER
EC00092,ZPP_PLANNER
EC00093,ZHSE_COORDINATOR
EC00094,ZPS_ENGINEER
EC00095,ZHR_PAYROLL
EC00096,ZPM_TECHNICIAN
EC00096,ZPM_PLANNER
EC00097,ZIT_BASIS
EC00098,ZMM_BUYER
EC00099,ZHSE_INSPECTOR
EC00099,ZHSE_COORDINATOR
EC00099,ZEH_SPECIALIST
