target_role_id,permission_id
OFC_AP_SPECIALIST,OFC_AP_INV_PROC
OFC_AP_MANAGER,OFC_AP_INV_PROC
OFC_AP_MANAGER,OFC_AP_INV_APPR
OFC_AP_MANAGER,OFC_AP_PAY_PROC
OFC_AP_MANAGER,OFC_AP_SUPP_MGMT
OFC_AR_SPECIALIST,OFC_AR_INV_PROC
OFC_AR_SPECIALIST,OFC_AR_RCPT_PROC
OFC_AR_MANAGER,OFC_AR_INV_PROC
OFC_AR_MANAGER,OFC_AR_RCPT_PROC
OFC_AR_MANAGER,OFC_AR_CUST_MGMT
OFC_AR_MANAGER,OFC_AR_CREDIT_MGMT
OFC_AR_MANAGER,OFC_AR_ADJUST
OFC_GL_ACCOUNTANT,OFC_GL_JOURNAL
OFC_GL_ACCOUNTANT,OFC_GL_REPORT
OFC_GL_CONTROLLER,OFC_GL_JOURNAL
OFC_GL_CONTROLLER,OFC_GL_CLOSE
OFC_GL_CONTROLLER,OFC_GL_COA
OFC_GL_CONTROLLER,OFC_GL_REPORT
OFC_PROC_BUYER,OFC_PO_CREATE
OFC_PROC_MANAGER,OFC_PO_CREATE
OFC_PROC_MANAGER,OFC_PO_APPROVE
OFC_PROC_MANAGER,OFC_PO_CONTRACT
OFC_INV_SPECIALIST,OFC_INV_TRANSACT
OFC_INV_SPECIALIST,OFC_INV_COUNT
OFC_INV_MANAGER,OFC_INV_TRANSACT
OFC_INV_MANAGER,OFC_INV_COUNT
OFC_INV_MANAGER,OFC_INV_CONFIG
OFC_OM_SPECIALIST,OFC_OM_CREATE
OFC_OM_MANAGER,OFC_OM_CREATE
OFC_OM_MANAGER,OFC_OM_FULFILL
OFC_HR_SPECIALIST,OFC_HR_EMP_MGMT
OFC_HR_MANAGER,OFC_HR_EMP_MGMT
OFC_HR_MANAGER,OFC_HR_ORG_MGMT
OFC_PAY_SPECIALIST,OFC_PAY_PROCESS
OFC_PAY_SPECIALIST,OFC_PAY_VOID
OFC_FA_ACCOUNTANT,OFC_FA_MANAGE
OFC_FA_ACCOUNTANT,OFC_FA_DEPR
OFC_MFG_PLANNER,OFC_MFG_WO
OFC_IT_ADMIN,OFC_SEC_USER
OFC_IT_ADMIN,OFC_SEC_ROLE
