user_id,role_id
ORA001,OFC_PROC_MANAGER
ORA001,OFC_PROC_BUYER
ORA002,OFC_OM_SPECIALIST
ORA004,OFC_INV_SPECIALIST
ORA007,OFC_AP_SPECIALIST
ORA007,OFC_AP_MANAGER
ORA008,OFC_PROC_MANAGER
ORA009,OFC_AP_SPECIALIST
ORA011,OFC_HR_MANAGER
ORA012,OFC_MFG_PLANNER
ORA013,OFC_IT_ADMIN
ORA015,OFC_PAY_SPECIALIST
ORA016,OFC_INV_SPECIALIST
ORA019,OFC_AR_SPECIALIST
ORA020,OFC_AP_SPECIALIST
ORA021,OFC_HR_SPECIALIST
ORA023,OFC_AR_SPECIALIST
ORA024,OFC_PROC_MANAGER
ORA026,OFC_AP_MANAGER
ORA026,OFC_AP_SPECIALIST
ORA034,OFC_MFG_PLANNER
ORA035,OFC_PAY_SPECIALIST
ORA036,OFC_AP_SPECIALIST
ORA037,OFC_IT_ADMIN
ORA039,OFC_HR_MANAGER
ORA040,OFC_AP_SPECIALIST
ORA041,OFC_IT_ADMIN
ORA042,OFC_INV_MANAGER
ORA042,OFC_INV_SPECIALIST
ORA044,OFC_AR_MANAGER
ORA049,OFC_AP_MANAGER
ORA052,OFC_PAY_SPECIALIST
ORA054,OFC_PROC_BUYER
ORA059,OFC_PROC_BUYER
ORA059,OFC_PROC_MANAGER
ORA060,OFC_OM_SPECIALIST
ORA061,OFC_AR_MANAGER
ORA064,OFC_INV_MANAGER
ORA064,OFC_INV_SPECIALIST
ORA066,OFC_MFG_PLANNER
ORA067,OFC_MFG_PLANNER
ORA068,OFC_AP_MANAGER
ORA071,OFC_MFG_PLANNER
ORA073,OFC_FA_ACCOUNTANT
ORA074,OFC_GL_CONTROLLER
ORA074,OFC_GL_ACCOUNTANT
ORA075,OFC_INV_SPECIALIST
ORA078,OFC_PROC_MANAGER
ORA082,OFC_AP_SPECIALIST
ORA083,OFC_AP_SPECIALIST
ORA084,OFC_AR_MANAGER
ORA085,OFC_PROC_MANAGER
ORA085,OFC_PROC_BUYER
ORA087,OFC_PROC_MANAGER
ORA087,OFC_PROC_BUYER
ORA090,OFC_IT_ADMIN
ORA093,OFC_AP_MANAGER
ORA094,OFC_PROC_BUYER
ORA095,OFC_AP_SPECIALIST
ORA097,OFC_GL_CONTROLLER
ORA098,OFC_AP_MANAGER
ORA098,OFC_GL_ACCOUNTANT
